DCX_YFP(-)_tp1_s.1	DCX_YFP(-)_tp1_s.2	DCX_YFP(-)_tp1_s.3	DCX_YFP(-)_tp2_s.1	DCX_YFP(-)_tp2_s.2	DCX_YFP(-)_tp2_s.3	DCX_YFP(-)_tp3_s.1	DCX_YFP(-)_tp3_s.2	DCX_YFP(-)_tp3_s.3	DCX_YFP(+)_tp2_s.1	DCX_YFP(+)_tp2_s.2	DCX_YFP(+)_tp3_s.1	DCX_YFP(+)_tp3_s.3	DCX_YFP(+)_tp1_s.1	DCX_YFP(+)_tp1_s.2	DCX_YFP(+)_tp1_s.3	SOX2_YFP(-)_tp1_s.1	SOX2_YFP(-)_tp1_s.2	SOX2_YFP(-)_tp1_s.3	SOX2_YFP(-)_tp2_s.1	SOX2_YFP(-)_tp2_s.2	SOX2_YFP(-)_tp2_s.3	SOX2_YFP(-)_tp3_s.1	SOX2_YFP(-)_tp3_s.2	SOX2_YFP(-)_tp3_s.3	SOX2_YFP(+)_tp1_s.1	SOX2_YFP(+)_tp1_s.2	SOX2_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp2_s.1	SOX2_YFP(+)_tp2_s.2	SOX2_YFP(+)_tp2_s.3
TEX10	-2.36868	-2.919195	-2.40302	-4.73341	-2.198198	-3.44947	-3.986698	-3.690749	-5.4998	-5.725406	-4.517228	-2.759121	-5.727513	-3.830907	-2.641379	-3.620518	-0.7606939	-3.457885	-3.799853	-5.52519	-3.588457	-2.47622	-1.107828	-3.026125	-1.025098	-4.402878	-3.543242	-2.970551	-3.700639	-3.898342	-2.858872
THUMPD1	0.477895	0.8223972	-0.2093653	-2.043342	-1.677182	-1.407855	-0.08939649	-1.211416	-0.05249404	-2.348276	-2.133835	-4.238578	-0.8128145	-0.3132858	-0.2158575	-4.501041	-0.1101091	-0.4809319	-0.5742846	-0.7291741	-1.001611	-0.04448557	-0.3396563	0.01586821	-1.47861	-1.320388	-0.1750923	-1.265756	-0.5586928	0.1776657	0.5923458
GAR1	-0.9751279	-1.414552	-1.219886	-1.367097	-1.374329	-6.43832	-5.86432	-1.435964	-1.180153	-1.843829	-4.619957	-4.843989	-0.3012552	-1.233631	-0.6195868	-1.201275	-0.8896606	-0.9087676	-1.617718	-1.234766	-1.460435	-1.781641	-0.8994941	1.333822	-3.736479	-0.08661632	-1.016325	-0.5712066	-1.410773	-1.357765	-1.583588
TERF2IP	-1.633795	-1.141082	-1.943212	-2.305458	-2.683414	-0.6995373	-2.555562	-3.110391	-2.530673	-1.649945	-0.9922146	-1.639302	-2.19028	0.6326084	-0.8873911	-0.4282677	-2.419944	-2.07481	-4.698554	-2.283961	-2.339231	-2.727959	-6.684193	-3.448621	-2.079494	-1.974834	-0.7918587	-1.808717	-1.009516	-1.967111	-2.478429
BCLAF1	1.962101	1.965183	2.211167	1.243881	2.337169	1.43781	1.544167	1.773649	1.720529	1.284003	1.048108	2.051632	1.640689	2.22668	2.196569	2.198508	1.919966	2.032801	2.087377	1.370239	1.347836	2.032231	2.766935	2.25053	2.358367	2.343513	2.337717	2.468131	1.82229	2.362062	2.317066
MRPL39	-3.008544	-3.069524	-3.350058	-2.978426	-4.156792	-2.834663	-4.352802	-4.83484	-4.312368	-4.089346	-3.589864	-2.68241	-3.21973	-3.786582	-3.925053	-4.361129	-0.7736205	-3.972442	-1.979266	-3.539863	-3.071123	-2.783657	-2.283199	-2.064865	-4.159677	-3.324591	-2.280885	-1.565822	-3.172895	-2.038073	-3.040488
UGGT1	2.145801	1.89601	1.513852	0.5482603	1.196735	-1.290328	0.7468923	0.56489	1.40585	0.2400375	1.110041	0.8714467	0.5865331	1.898644	1.478256	0.7731434	1.736457	2.243329	1.031839	0.9907779	0.2307093	1.38828	-0.2521556	-1.880382	0.1228703	1.643218	2.053672	2.1049	1.542822	1.50654	1.982623
IGF2BP1	4.129997	4.298073	4.497413	4.071217	3.878902	4.694335	3.62852	3.526923	3.458107	4.173456	3.799194	3.297155	3.642466	4.668636	4.627028	4.692466	4.293085	4.158365	4.73476	4.56495	4.695936	4.339678	3.873239	3.73661	4.626942	4.3739	4.077104	4.233216	4.448318	4.302271	4.39856
HSPBP1	-3.235648	-3.564339	-3.126018	-5.102491	-2.705828	-4.129151	-3.135188	-4.134745	-3.272984	-5.095032	-4.851661	-3.618288	-1.288303	-3.134879	-2.810224	-2.069467	-2.861153	-3.068143	-4.263432	-2.95149	-4.658139	-3.433841	0.1959628	-0.2307772	-3.077102	-4.194775	-3.088417	-3.388769	-1.889433	-3.432627	-2.635686
MAT2B	1.233119	1.018442	0.8383707	-0.2795053	-0.2035432	-1.74237	-0.5728086	-1.398534	-0.6194558	-3.69948	-1.843894	-0.5746701	-1.355157	-0.6625084	0.1355665	-2.349143	-0.443083	-1.018847	-2.220443	-0.5120386	-1.31612	-0.9343536	1.002546	1.149519	-3.284021	-1.079409	0.1942009	0.5510013	1.155071	1.21031	1.159706
CWC15	-1.228802	-1.054304	-0.6927153	-1.185724	-1.534833	-4.191156	-1.313225	-1.434028	-1.284207	-3.346196	-3.283067	-3.98837	-2.216464	-0.8464602	-0.6641499	-1.685732	-1.239777	-1.83682	-0.5278554	-1.578902	-4.18478	-1.140704	-2.739016	-3.28263	-2.572492	-1.85062	-1.041692	-0.7509323	-1.01765	-2.15046	-1.015413
MRPL15	-1.558465	-3.080359	-1.397912	-0.6111746	-0.4871412	0.1066814	-3.305295	-3.304985	-2.309479	-3.076067	0.5900927	-0.0168508	-0.2904257	0.2492759	-1.614755	1.558568	-2.050094	-0.9242077	-0.05235832	-1.051103	-0.5311172	-0.5845566	-1.972383	-1.386923	-2.310172	-0.5251037	0.3072352	-2.716783	-3.337474	-0.8136219	-2.653304
HACD3	1.121811	0.937156	0.6002771	-0.2649818	0.3917643	-2.373727	-0.2482936	0.406895	0.5610192	-0.352432	-1.138779	-2.194094	-2.701043	0.438743	-0.02363541	0.5177531	1.75233	1.793556	0.6302016	-0.3763746	0.655438	0.3794762	-0.5848572	-1.96726	-0.873325	-1.576091	-0.4668791	1.254716	0.1388996	0.05879878	1.070515
NDUFA13	-1.170082	-1.112069	-1.355698	-3.327736	-1.389903	-0.2413782	-1.618787	-0.585482	-1.593331	-0.4533681	-1.317219	-1.051358	-0.5663991	-1.334353	-1.089941	-0.652967	-1.471134	-0.7927907	-1.026086	-4.644713	-0.1183639	-0.9894854	-1.59224	-4.78779	-4.278626	-0.8908156	-1.721985	-1.300654	-1.661241	-1.57363	-1.585773
VAPA	0.4844155	-0.2374175	-0.4655211	0.768662	0.1557708	-3.824876	0.5463912	-0.5284362	-0.501503	0.4497969	0.438479	-0.6355318	-1.242244	0.09613061	-0.152106	-0.9469956	-0.5490172	-0.04361678	-1.402353	-0.4015904	-1.298656	-1.349414	-3.357468	-0.5809379	-1.204059	-1.914798	-2.18454	-0.01743961	-0.6999069	-0.5673018	-0.6186466
H2AFY2	2.244623	2.277731	2.181435	2.224508	1.349412	1.683065	1.182937	1.045512	0.6589152	1.064457	0.311314	0.2334261	0.5149925	1.923373	2.730659	1.587922	2.52715	2.25348	1.524093	1.86589	1.405653	1.366172	-1.16274	-3.44102	1.022541	1.872444	0.9953824	1.949229	2.16528	1.300699	1.906362
ABRACL	0.09511855	-0.3871807	-0.1386955	-2.025357	-0.8919243	-2.510328	-0.9175451	-3.37044	-0.1730979	0.08980148	-0.5605159	-0.4598678	0.6458933	0.9743457	-1.241473	1.024655	0.01903468	-0.5056012	0.3676765	-0.7066666	-0.7246197	-1.714256	-1.425405	-3.681351	-2.281327	0.9111914	-0.9833472	-1.392897	-1.168083	-0.8079425	0.06250229
RCC2	3.305075	2.592737	3.165056	2.23575	2.354748	1.773388	1.630581	1.601209	1.995136	1.57911	1.498914	1.789045	1.524387	2.610651	2.925495	2.838842	2.658668	3.033597	2.915872	2.530964	1.987121	2.752028	3.397084	3.089526	2.701333	2.108331	2.755159	3.037502	3.310036	2.869208	2.479494
RRBP1	-0.5704196	-0.02439025	-0.3746076	-1.454886	-0.7650691	-4.770329	1.54583	1.917004	2.620352	-4.053819	-2.652435	-1.028622	1.147027	-2.550677	-2.145452	-4.094659	1.492454	1.059066	-0.2170103	0.4182247	0.07706203	1.000295	-0.3471299	-1.441861	-3.475766	-3.00863	-5.725197	-2.259128	-1.655386	-5.772157	-2.930782
CPSF2	-0.7090864	-3.199749	-3.127548	-2.509479	-2.131289	-3.414964	-3.061607	-2.133282	-3.395887	-2.969784	-3.277461	-5.631339	-3.498405	-2.469428	-2.425518	-2.266979	-2.336364	-1.453717	-4.511178	-2.856086	-3.678357	-1.966521	-3.27139	-4.543315	-4.402134	-3.00515	-1.248257	-0.7571345	-1.553216	-0.8077496	-1.372629
LARS	0.806806	0.6172462	0.1911748	-1.827476	-1.345476	-5.609331	-0.3929074	-0.6562003	0.3923263	-1.277075	-2.556237	-1.082826	-1.836203	-1.907366	-0.04425442	-2.204022	0.586466	-0.938125	-0.1516185	-0.1378264	-0.9846591	-0.05583946	0.1092222	-2.101691	0.3264623	-1.081135	-0.1909683	0.09897465	0.7598618	0.6745936	-0.09594621
ANKFY1	-2.605227	-1.969009	-2.445864	-2.224119	-2.41738	-3.716846	-2.248698	-2.161235	-1.65848	-2.338119	-2.274998	-1.507379	-1.700739	-2.056875	-1.999011	-1.800667	-2.658377	-2.303233	-2.377497	-2.257571	-2.654092	-2.34044	-5.542128	-4.688107	-5.282511	-2.334785	-2.176709	-2.305365	-2.016354	-1.662921	-1.79515
ATXN10	-1.84722	-0.9597847	-0.939472	-2.369923	-1.901915	-2.387685	-1.366373	-3.194382	-1.794888	-3.812175	-3.538842	-1.291241	-3.447856	-1.753899	-1.821642	-4.980359	-2.155388	-2.559419	-1.787597	-2.649998	-0.5498142	-4.016353	-2.791237	-4.48953	-3.778807	-2.231376	-0.07979099	-0.8420869	-0.490104	0.4741881	0.561348
SAE1	1.975968	1.281628	0.9283228	0.2204204	0.8328252	0.6103778	-0.5893104	-1.160675	0.8823777	0.6872379	1.250279	1.295405	0.8905727	2.369438	0.6680522	2.373537	0.6345202	1.38326	1.160373	-0.3681626	-0.4205429	0.2010932	-0.183549	1.073801	-1.751724	1.175235	2.353413	1.111471	1.124633	1.688339	1.504672
COPG2	0.01226537	-0.3831287	-0.7218643	-1.748047	-1.56742	-3.704731	-0.6136527	-2.408709	-1.273943	-4.030339	-4.181541	-0.9622754	-3.806139	-0.9679208	-1.245518	-3.078806	-0.9224199	-1.83087	-1.4513	-1.049803	-1.791317	-1.537622	-0.9601581	-2.713945	-0.2029344	-2.257828	-0.3555259	-0.02558012	-0.0449262	0.02025782	0.1280397
COMMD3	-2.450228	-2.52189	-2.312034	-2.501861	-2.381962	-5.138783	-2.618143	-2.63169	-1.922168	-2.961251	-4.751434	-2.51418	-3.447563	-2.406239	-2.688286	-4.346586	-1.371222	-2.27457	-2.360868	-2.611798	-1.565555	-2.308139	-3.274415	-3.060228	-1.897861	-2.353167	-2.085064	-2.619248	-2.900582	-1.772133	-2.35638
DHCR7	-0.7298567	-1.182633	-1.274949	-1.80942	-2.938172	-4.559327	-3.936638	-3.021746	-2.600785	-2.551932	-3.020667	-2.594742	-2.394498	-4.320004	-1.606995	-2.984143	-2.314478	-1.457341	-1.917831	-1.156324	-2.678158	-2.49122	-2.410963	-5.59296	-0.9846181	-4.33705	-3.17098	-1.408249	-1.613774	-2.023549	-1.257634
GRHPR	0.9732572	0.3607962	0.9434384	0.7338511	0.5281867	-0.3035047	0.3727365	-0.6104589	1.321106	0.4381296	0.2520564	1.084129	0.5347832	0.148768	0.6239438	0.05575091	0.9382428	0.7479163	0.6169865	0.3320113	-0.2344234	0.5008839	1.804171	1.087713	1.496589	0.9356552	0.662715	1.283645	1.207744	1.148534	0.6739146
DNAJB11	0.1219221	0.2201027	-1.003051	-1.564883	-0.9647067	-2.074883	0.1943646	-0.5007088	0.1519787	0.01724006	0.7654638	0.510996	0.9315696	-0.3292159	-1.175004	0.646476	0.2856959	-0.2337049	-0.3297626	-1.076891	-0.1115127	0.4560672	-1.577176	-1.554304	-1.627406	-0.4449069	1.051689	0.4630499	-0.7945049	0.0627704	-0.3308604
UBA2	2.30982	1.881144	2.30572	1.660137	1.886605	0.02350799	1.046597	-0.05711919	1.054615	-0.4281605	0.2633028	1.418928	0.4290355	2.441916	1.956592	2.413491	1.275085	1.532869	1.364907	1.065872	-0.226679	1.569802	1.512112	0.7009119	1.079821	1.252394	1.864054	1.838472	1.991517	2.254029	2.113511
PEF1	-0.6390523	-1.101673	-2.303695	-2.376486	-1.694906	-2.211487	-1.008157	-1.304924	-0.5668143	-2.142661	-2.254522	-1.256047	-1.43981	-1.151078	-1.126915	-1.914906	-0.9055271	-0.8144113	-1.369727	-2.073206	-1.48887	-1.154588	-0.0008684881	-1.551182	-0.8194348	-1.802841	-0.7237644	-3.425401	-2.103597	-0.9985237	-1.056922
CLIP2	-4.179155	-3.130408	-3.953818	-4.063698	-3.579967	-3.299952	-4.421453	-3.916795	-4.793021	-4.849949	-3.789172	-3.684878	-3.741128	-3.749233	-3.73578	-4.446052	-5.042036	-3.377429	-4.480413	-4.593973	-4.140394	-3.836878	-1.716257	-3.033367	-4.43311	-3.624765	-3.168161	-3.738396	-4.80114	-4.403694	-4.797499
CFDP1	0.1963046	-0.306161	-0.448588	-0.9550159	0.2947142	-1.0216	-2.922636	-1.323672	-1.16986	-1.256067	-1.044735	-0.53022	-1.321375	-0.03344867	-2.139447	-1.205862	-0.9937336	-0.6197321	-0.1306279	-0.7540889	-0.8175038	-1.873147	-4.780887	0.5734885	-3.573712	-1.369575	-0.0538642	-0.207249	-0.03255123	0.2377368	0.02071397
ADD3	-1.727833	-1.304485	-0.935933	-1.248692	-0.7192103	-1.623939	-0.3644595	-0.273657	-0.4443966	-1.454696	-1.021657	-0.9644914	-0.4247356	-2.532164	-2.0394	-3.593702	-1.235456	0.1714307	-0.1720485	-0.9390033	-1.368996	-0.8624049	-3.349154	-4.761427	-3.592255	-1.045069	-2.350957	-1.588601	-2.464622	-1.5929	-1.704795
SEC63	-3.692757	-2.588365	-3.593704	-3.358789	-3.283062	-1.67804	-2.81375	-3.943621	-2.548707	-4.101425	-4.293901	-1.444334	-3.40794	-3.856884	-3.516506	-3.322925	-0.8217348	-1.27275	-2.557519	-1.027729	-4.123142	-2.253222	-3.283295	-3.987285	-2.923555	-1.152558	-2.853837	-0.9415605	-1.073117	-3.921535	-2.08202
SUN2	-0.9598577	-2.558841	-0.5739933	-3.432143	-0.7282063	-3.861588	-2.853988	-3.257523	-2.157413	-0.8191452	-1.253155	1.019617	-0.7366254	1.008869	-1.660889	0.3128516	-1.423326	-0.4660273	-1.115319	-2.106305	-3.680126	-0.4618347	2.117654	0.4325036	0.03125473	-4.034227	-3.408563	-4.088888	-0.7173118	-2.031476	-1.850718
LAMTOR3	-0.3701723	-0.07685425	-0.497919	-0.4787375	-1.04383	-0.8192952	0.1711794	0.07783348	-0.3927399	-1.004666	0.5499314	-0.2851868	-0.4305893	-1.259362	-0.3506842	-1.196194	-1.90817	-1.069408	0.2418891	-1.714141	-0.7795361	-0.1679658	-0.4429311	-1.910488	-0.5224031	-0.2823215	-0.5040161	-0.7978951	-0.3855834	-0.4895196	-0.2416607
SRP68	0.1533104	0.5855359	-0.44451	-2.928753	0.1708766	-0.04152462	0.1451785	-0.2104568	0.6783161	-0.01338859	-2.055028	-0.9408395	0.9286296	-1.182697	-1.545115	-0.15135	0.001820344	-0.219786	0.1837422	0.3358093	-1.569729	0.2211467	-0.3421647	-4.251444	-0.3169579	-0.1880293	0.1272926	-0.04967869	-1.27701	0.2138817	0.1638027
CHORDC1	-1.723111	-1.631337	-1.493958	-2.834934	-1.92883	-4.424296	-3.449708	-3.222879	-1.875252	-4.610748	-1.031669	-1.847256	-4.506172	-1.645739	-1.693722	-1.880573	-2.389432	-1.742826	-4.181301	-2.151884	-2.176419	-1.617763	-1.535295	-1.69099	-3.025808	-1.095579	-1.523375	-0.9486389	-1.212735	-0.9579252	-1.203093
X9.Sep	1.704522	1.613334	1.694657	0.8395642	1.10615	-1.61195	2.355646	2.286096	2.951482	0.8771091	1.34936	1.684166	2.128759	0.7128252	1.670272	0.09000288	3.036263	2.971759	3.074203	1.909747	1.792818	2.595118	3.74746	3.631251	2.061437	0.1409789	1.66188	1.310427	1.223799	1.707874	1.391623
UBQLN2	-1.194162	-1.49791	-1.881302	-1.331299	-1.71994	-3.039189	-0.8918871	-1.084837	-0.7838281	-0.2897449	-0.5125542	-1.428249	-0.5576004	-0.6396229	-1.480716	-0.930828	-1.793029	-1.458616	-1.716997	-1.859424	-1.423831	-1.487536	0.007404611	-0.9777122	-1.577853	-0.8142078	-1.423787	-1.718405	-1.982719	-0.5337798	-1.695688
PCYOX1	1.380736	1.051585	1.067576	0.8812766	0.7661386	-1.160899	1.405991	1.230433	1.291881	-0.3637026	-0.5785248	-0.08004151	0.4569101	-0.06247333	0.7655301	-1.296312	1.485343	1.513881	0.8711886	0.8548687	0.3642942	0.328629	0.6471806	-2.164061	1.982903	1.543181	1.203619	1.760865	1.066324	1.084613	1.255496
PFDN2	-0.4401358	-0.2318935	0.6619766	-0.181771	-0.6224606	0.05754119	-0.8860567	0.5518878	-0.8782701	0.5230029	0.5770985	0.6099508	-0.5771745	0.9033085	0.5504539	0.3355527	0.3851514	0.5833208	-0.2176465	0.5153679	0.03485864	0.4312345	0.1716622	0.3600703	0.6134698	0.001560092	0.4753218	-0.4593545	0.365859	0.6712272	0.4782962
TAGLN3	-1.107309	-1.146353	-1.156238	-2.7473	-1.908895	-2.780055	-3.704734	-2.951777	-3.563087	2.523871	2.371207	1.795155	-0.3393081	2.898422	2.327075	1.489605	-2.290818	-2.114456	-1.563515	1.411288	-0.3894784	0.9061292	-2.921929	-3.23219	-0.5012815	-2.93371	-2.580537	-4.535642	-0.2373749	-1.354835	-1.195865
BAZ1B	-0.5000642	-0.4556329	-0.5935372	-1.588074	-1.551972	-2.411306	-1.667071	-2.708777	-2.184166	-2.667213	-3.080554	-2.955982	-1.93502	-1.826026	-1.460072	-2.093094	-0.8564091	-1.999963	-1.754491	-1.909474	-1.840611	-2.740761	0.4728636	-3.757083	0.08420034	-2.190502	-3.543922	-1.027493	-2.146181	-1.773842	-1.114012
ATPIF1	0.5947185	0.5478561	1.443405	1.202437	1.01497	0.7832271	0.6333122	0.06791855	1.044034	0.5415339	0.6715202	0.6198819	0.7806765	0.8208115	0.9566405	0.3550443	0.5804462	0.9636273	1.310886	-1.590853	0.7200503	1.107993	-4.701345	-8.48652	-4.370558	0.8544866	1.245992	1.123154	0.3050547	0.8348124	0.9015884
AK3	-0.9142148	-2.266491	-2.463857	-2.090527	-4.743002	-5.018093	-5.2498	-3.818788	-1.454689	-1.164355	-1.741455	-1.543737	-3.101113	-0.6388354	-1.974804	-2.190429	-1.638829	-0.5995272	-3.158094	-1.626046	-2.138388	-0.84916	-0.4616334	-1.671722	-4.925408	-0.8966302	-0.5415694	-1.213145	-2.374567	-1.301221	-0.9470282
SLC25A13	0.4797696	0.11993	-0.2414834	-1.50896	-1.302707	-3.460021	0.1039466	-0.7926091	-0.230197	-1.518762	-1.814492	-1.077798	-1.769587	-0.4365763	-0.04045168	-1.646768	0.904814	0.9636875	0.192185	-2.375895	-2.878381	-1.473777	0.9673419	-0.1227257	0.08232254	-0.2803283	0.004640989	0.07893054	-0.8926418	-1.176982	-0.5995512
DBNL	-0.5921432	-0.2499505	-0.2469472	-0.9600203	-0.9380667	-1.772573	-0.4580674	-2.067736	-0.03523061	-0.04291162	-0.7078344	-1.557323	-1.33884	-0.06901181	-0.1501561	-0.4837739	-1.191204	-0.2745605	-0.2186091	-0.450501	-1.871971	-0.0002855435	-0.3354171	-5.463779	-1.224504	-3.167629	-0.1800565	0.2845208	0.2274316	-0.1168739	-0.3919117
STOML2	1.487017	1.503051	1.38993	0.998542	0.6485523	0.7958465	0.6582418	0.4005043	1.034307	0.1936163	0.08130306	-0.05388571	0.854062	0.5511627	1.025458	-0.1141885	1.47724	1.608809	1.228572	1.100759	0.4508749	1.158256	-0.2313038	0.471436	0.6061513	1.424021	2.1162	1.960184	1.377633	1.408511	1.743575
PTBP2	2.589511	2.500206	2.352616	0.9931954	1.408082	1.096447	-1.267012	-1.554701	-1.553622	1.092538	0.9328626	1.392746	-0.2775168	2.621492	2.295856	2.202549	-1.344567	-1.380442	-0.3799677	1.275673	0.7806578	0.6262984	-0.5140349	0.5999005	1.17523	0.9901352	1.668022	2.021298	2.150434	2.385327	2.18267
MRTO4	0.2008679	0.9128253	0.2152648	0.4062817	0.1264319	-0.03192583	0.7662813	0.8225447	-0.08178309	-0.859275	-1.786974	-1.541948	-0.3938199	-0.4424683	0.7089276	-1.642688	1.213097	0.07702882	-0.06467284	-3.512154	0.1516333	-0.2297119	-0.7459378	-0.7362479	0.3512311	0.2280343	-0.9002313	-1.43084	0.4319027	-0.1678027	0.5432912
CPSF3	-2.67402	-2.32785	-1.239059	-1.20963	-3.993726	-2.480847	-2.046313	-2.093082	-4.353338	-5.532459	-1.829203	-4.472844	-2.789483	-1.907907	-1.311954	-2.848432	-1.63187	-3.088127	-2.187119	-2.682963	-3.392154	-1.774772	-4.991199	-3.188229	-4.035492	-2.043212	-2.45366	-1.321242	-1.443555	-1.730596	-1.134679
APPL1	-2.5939	-4.757098	-2.384131	-2.237043	-1.354203	-2.3053	-3.605595	-2.3307	-2.020988	-2.48631	-2.62572	-1.789055	-2.246347	-3.169063	-2.634663	-4.209354	-5.137195	-2.589002	-2.409225	-1.716225	-1.872285	-2.296518	-2.577754	-2.156882	-4.777851	-3.471526	-2.856699	-2.785236	-2.260929	-2.911075	-2.533765
RALY	2.321791	2.337741	2.224876	1.997972	2.231719	1.932925	2.005003	1.532522	2.114988	1.945089	1.898107	2.243187	2.352916	2.785167	2.296341	2.859436	2.38731	2.464296	2.323629	1.90831	1.859514	1.826971	1.678466	1.195206	1.919337	1.521703	2.287054	2.227882	2.170822	2.381497	2.276627
NUP50	-1.500103	-1.079544	-1.182902	-3.028934	-1.848116	-7.910992	-2.346585	-5.085667	-2.135	-4.389188	-4.523875	-2.808098	-1.585066	-3.851514	-1.518822	-5.045477	-2.347148	-2.487041	-2.386222	-4.257614	-2.999915	-3.272752	-4.394373	-4.686975	-3.904872	-2.264622	-0.613618	-2.117018	-2.642992	-0.9397523	-2.557021
CDV3	-0.2709318	-0.6084388	-0.3159698	-1.360098	-1.05552	-2.957968	-1.368858	-3.194338	-0.8994699	-1.31878	-3.057815	-3.846709	-2.354248	-3.629631	-1.025059	-4.521718	-1.999326	-0.7078157	-2.430517	-4.276509	-0.4368591	-4.125854	-3.699754	-5.006389	-4.374507	-1.467414	-1.546284	-0.444992	-0.1779692	-1.079383	-0.87854
RAB21	-0.5880722	-0.7055446	-0.6740382	-1.567612	-1.068705	-1.736309	-0.7356137	-1.722742	-1.568858	-1.442723	-1.716063	-1.261936	-2.277504	-0.8933004	-1.683115	-2.703628	-1.995862	-2.392335	-2.605119	-0.4597443	-1.456804	-1.189246	-2.115647	-4.958304	-2.325064	-2.654372	-2.438642	-0.4417831	-0.1803315	-0.131286	-0.08418554
CORO1C	1.785388	1.808998	1.665504	1.749685	1.509412	-1.205107	0.9003103	1.034028	1.951232	2.659625	2.816806	2.387786	2.076474	2.487058	1.988613	2.447741	1.394639	1.596543	0.9458838	2.418466	2.066557	1.863037	2.854748	1.240275	1.461258	0.2167026	0.4831244	0.4621708	0.7794772	2.059351	1.440618
PRPF19	3.342562	3.234717	3.340641	2.989741	2.880425	2.113544	2.381476	1.929686	2.560393	2.234632	2.097538	2.693285	2.208024	2.803448	2.875583	2.482891	2.811539	2.976956	2.920973	2.514175	2.331263	2.6837	3.115053	2.451201	2.842182	3.059271	3.037898	3.146485	3.375696	3.198842	3.167532
UBQLN1	-0.6510494	-1.099592	-0.7862286	-0.8413137	-1.03081	-0.7743635	-1.406093	-1.764926	-2.230977	-0.782941	-0.3443901	-0.3950655	-0.3096351	-0.2569387	-0.8297655	-0.4482177	-0.826337	-1.012756	-1.128248	-1.152839	-0.9127215	-0.8362857	-2.822307	-4.167719	-1.294188	-0.1103733	0.0889516	-0.5990089	-0.7636155	-0.4059508	-0.9835884
G3BP2	-0.8742981	0.125053	0.4944926	-1.464518	-0.9613391	-3.507987	-2.037349	-0.5055037	-0.1021388	-2.631111	0.1990712	0.6586533	-0.5858728	1.022546	0.9414058	0.8655735	-2.180346	-0.5876101	-0.1945528	-1.543779	-1.059525	-0.4034275	1.236658	-0.458225	0.8465694	0.172304	-1.139248	0.3045171	-0.2264818	0.6964052	-1.032675
STUB1	-2.567482	-1.639237	-2.525769	-2.670095	-2.578879	-1.993198	-1.798994	-2.677112	-1.912948	-2.936416	-2.094739	-2.823422	-2.590221	-2.731494	-2.538074	-2.726964	-2.608129	-1.869134	-3.162755	-2.773623	-2.444827	-1.448032	-4.879991	-3.387793	-2.812884	-2.256919	-1.948321	-1.128609	-1.586015	-1.979982	-1.126231
MAGED2	-0.5542821	-0.8474115	-1.891107	-2.603064	-3.232753	-3.01266	-3.433747	-5.091792	-0.8925844	-6.387531	-3.188159	-3.491853	-3.40568	-3.912545	-3.974128	-3.650811	-0.1536289	-1.41876	-1.762208	-2.60895	-2.521566	-2.452165	-1.70042	-3.839687	-4.143394	-4.434612	-2.55132	-1.066263	-1.267426	-1.619569	-1.993843
PSMD13	0.9703761	0.8200371	0.6038946	-0.5310685	0.7647102	-1.822426	-0.3813744	-0.8788707	0.6114715	0.8788675	0.9059441	0.8686187	-0.9101214	0.7848205	0.8075786	0.7743436	0.8535007	1.231083	0.8082896	0.5391336	-0.5273197	0.4960042	0.3355163	-0.2887265	-0.7637675	-0.4289424	0.9722211	0.6268679	0.9085172	1.042457	0.8041888
COPS3	-0.05003773	-1.35445	-0.5607965	-1.516717	-1.301798	-1.376113	-1.566802	-1.446822	-0.8045379	-0.7775217	-1.085291	-0.6443635	-1.423957	-1.008403	-0.717707	-0.7239493	0.03132109	-0.3412783	-0.2113941	-1.188866	-0.1617848	-0.05582792	-0.8527737	-5.537967	-0.9976333	-1.214581	-0.8964937	-0.279007	-2.214179	-0.02297136	0.1268598
MINPP1	-2.767573	-2.554693	-2.469142	-3.216251	-3.5625	-6.673518	-2.326384	-2.974157	-3.151817	-3.779993	-2.685652	-4.069913	-4.591559	-2.001025	-2.508766	-3.944424	-2.253093	-2.096169	-1.577602	-2.565996	-2.621665	-6.329803	-1.027917	-0.7842799	-1.498554	-1.139134	-1.619538	-2.599482	-2.980379	-1.987908	-1.696269
NOVA2	0.5937402	0.4216571	0.111953	-0.5469357	1.011811	-0.9311416	-0.5003167	-1.323236	-1.883795	0.2091114	0.3281562	0.9439685	-0.7767057	2.588175	1.553459	1.737849	-4.40997	-2.71317	-2.296029	0.6533982	-1.048333	0.7714635	-0.3639638	0.08262299	1.462905	-1.136191	0.4126512	-0.2756324	-0.2321566	0.4555734	0.2738244
WDR3	-1.190308	-2.225441	-2.141235	-2.484262	-1.683323	-1.397001	-0.1495892	-1.008148	-2.351408	-0.498316	0.2315142	-1.47607	-0.556856	-1.577171	-2.061927	-0.1149934	-1.894603	-1.905773	-0.4915488	-2.570142	-1.756161	-2.61045	-2.124354	-6.198282	-3.508616	-0.518358	-2.457477	-2.072971	-2.639612	-1.984229	-2.938935
NSFL1C	1.099948	1.334421	1.032459	0.7136292	0.443333	-0.05863483	0.557001	-0.2064325	0.4486105	0.3607016	-0.3642071	0.2455886	-0.1112194	0.9441904	0.9851183	-0.6703388	0.7514546	0.5829216	-0.03643551	0.2678237	0.1104021	0.4540051	-3.881096	-3.602105	-2.176691	0.5893944	0.7388992	1.04635	1.626998	1.105218	1.32421
