DCX_YFP(+)_tp2_s.1	DCX_YFP(+)_tp2_s.2	DCX_YFP(+)_tp3_s.1	DCX_YFP(+)_tp3_s.3	DCX_YFP(+)_tp1_s.1	DCX_YFP(+)_tp1_s.2	DCX_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp1_s.1	SOX2_YFP(+)_tp1_s.2	SOX2_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp2_s.1	SOX2_YFP(+)_tp2_s.2	SOX2_YFP(+)_tp2_s.3
DHX38	-1.39241	-3.652484	-1.986776	-5.033766	-2.397288	-0.837887	-4.217663	-3.335595	-3.788006	-1.953189	-1.113386	-1.358711	-0.9111443
NUP205	-2.092451	-2.425538	-2.275736	-2.192114	-2.218652	-2.606011	-3.252115	-2.299894	-2.247203	-2.232961	-2.412972	-1.985034	-2.286065
ANP32B	1.374839	1.30348	1.868293	1.661374	2.214777	1.255311	1.934052	1.893988	2.43745	1.913204	1.445868	2.281322	2.409526
TFG	-0.6386129	-1.290331	-0.6911862	-0.1484804	-0.5297365	0.1550183	0.9407049	-1.021601	-0.07849328	0.0530166	0.3255839	-0.3063559	0.05978772
ARPC1A	1.485452	1.271457	1.604602	1.122643	1.207285	1.512875	0.03454111	0.9139532	1.336496	1.268393	1.096578	1.185271	1.387921
HDAC2	-1.034089	-1.118357	0.08693099	0.3273592	0.8733833	0.5647817	-0.6307619	0.343877	1.735151	1.547336	1.252631	1.500816	1.70802
STAM	-2.810413	-3.426779	-3.018462	-2.382888	-1.973484	-1.245985	-3.779348	-1.769505	-2.01982	-0.561113	-1.547744	-2.038818	-1.919632
GGH	1.979492	2.50783	3.006585	2.500767	2.029412	1.148392	2.359719	2.274904	2.815937	2.38898	0.5890365	2.05331	1.899867
GLG1	-0.01812487	-0.8589966	0.3979721	0.3962248	0.8936681	0.9168621	-0.3597345	0.2240716	-0.3625407	1.22789	0.6674067	1.157629	1.140355
UPF1	-1.830346	-2.436923	-0.8191826	-2.281772	-0.329829	-0.3776051	-1.009005	-2.079313	-0.8803849	-1.112392	0.6771817	-0.02490564	-0.06406637
COPS5	-2.137992	-2.558533	-0.7775399	-1.93774	-0.8139925	-0.8131315	-2.146971	-3.158316	-0.693415	-0.1550786	-0.3128859	-0.6326129	-1.016213
SMARCC1	-0.9911575	-1.654691	0.008779534	-0.188718	-0.01509059	0.2868344	0.247584	0.9388472	1.266882	1.688119	1.077981	1.112793	0.9117736
KHSRP	2.25653	2.506047	2.748796	2.817052	3.213565	3.655653	3.000352	3.201389	3.120819	3.461404	3.701107	3.477281	3.300192
GCDH	-4.021424	-3.447471	-2.858348	-4.12465	-3.771291	-2.939733	-5.876502	-4.627295	-4.042048	-2.967232	-3.917121	-3.237535	-3.205987
TNPO1	0.5182683	0.1351975	0.8301667	-0.9157536	0.2884763	1.361199	0.07783037	0.8376897	0.9707576	1.328341	1.48796	1.470036	1.420315
USP9X	-1.997918	-4.433717	-2.192031	-1.937142	-1.584078	-3.01813	-4.797089	-2.714361	-3.656214	-3.904132	-3.737907	-2.078556	-2.318977
CUL5	-3.048435	-2.909876	-2.325565	-3.070664	-4.045605	-4.112486	-2.968841	-3.138642	-3.492776	-3.412905	-2.437309	-2.919785	-3.685497
MAGOHB	1.340966	0.7459127	1.720521	1.365256	1.670155	1.986612	1.295985	1.881929	2.047561	1.667583	2.270777	2.075023	2.125128
ISOC2	-2.118208	-3.86896	-0.3516923	-0.9055352	-1.044571	-1.754414	-3.645735	-0.5552118	-2.08419	-1.066672	-1.88592	-1.450639	-0.8724983
LRRC59	0.324086	0.004502222	0.9991978	0.6731126	0.2551357	1.273387	-0.2541781	-0.06850463	-0.7877582	1.043813	1.263463	1.09006	0.8608699
RPE	-4.798799	-3.214577	-3.116374	-2.60671	-4.135903	-4.387313	-3.359891	-4.025542	-2.422099	-1.872961	-2.667935	-2.349267	-2.287971
FKBP10	1.175105	0.9350483	0.924657	1.33729	-0.5288959	-0.8418181	0.7058563	2.133929	2.315552	1.648894	0.226458	0.5634227	1.109216
ARL8A	-0.02054199	-0.2325668	-0.6627163	-1.11412	-0.4693716	-0.4462554	-2.793154	-3.457056	-1.955246	-2.025018	-1.67704	-0.7174612	-1.559558
GALM	1.129713	0.5254872	0.6774507	0.1588841	0.3416112	1.446794	-0.7821978	0.0002893507	0.4722818	1.135049	1.645211	0.8698885	1.160275
PPP1R14B	-1.113573	-1.175567	-0.9929135	-0.5493624	-0.6765223	-0.8199559	0.4576613	-0.8317975	-1.504603	-0.7091211	-0.8610653	-1.039458	-1.196248
ACSF2	-3.889168	-2.826823	-3.734847	-4.734049	-4.117021	-3.070175	-3.858081	-2.69209	-2.865494	-1.521515	-4.111213	-3.774961	-2.429925
ISOC1	-1.303409	-2.299735	-2.666826	-4.275902	-1.331532	-3.175487	-3.74469	-0.9102119	-0.8113464	-1.070052	-1.702068	-0.7470509	-0.9751628
FAF2	-3.881191	-3.647918	-3.648131	-4.626294	-2.240626	-1.372431	-4.862004	-3.761862	-3.673446	-0.5287266	-0.2407766	-4.113221	-1.118316
CCDC124	-0.3248564	-0.9796417	0.2342067	-1.101471	-0.05987491	-0.6510618	-0.2272776	-1.225364	-0.6197949	0.3507462	-0.02320118	0.02691278	0.03450765
KCTD12	1.893063	1.607511	1.734618	2.387	-0.01452641	1.45883	0.504911	-0.3107892	-2.97854	-2.773983	-1.37429	-0.2513438	-1.066865
NUDT16	-1.105325	-1.934083	-1.712427	-1.923198	-1.882425	-3.838782	-1.361269	-2.379518	-1.832431	-2.741061	-4.243765	-2.101458	-3.02258
CMBL	-4.590342	-3.336099	-3.275051	-3.780113	-4.978441	-3.816006	-3.07091	-3.866777	-4.053444	-2.986	-2.719296	-3.444977	-2.549556
SNRNP40	-3.817502	-1.067806	-0.4283978	-2.355723	-0.334464	0.1319202	-0.3470913	-0.6400064	0.5341929	0.4656944	0.4457058	0.6200511	0.4338545
DYNLL2	1.3657	1.006153	0.9994202	0.4704135	1.636972	0.9768913	0.9551415	0.07001632	0.316432	-0.5329378	-0.2050585	0.8090487	0.5405496
SMARCD1	-1.755507	-2.494688	-3.782525	-2.395792	-1.128506	-2.799677	-1.123477	-2.535159	-2.141255	-0.3974502	-3.41216	-1.172318	-1.193122
ZC3HAV1L	-4.09853	-2.730346	-2.582841	-2.464518	-1.783111	-2.635972	-2.074819	-1.898639	-1.282076	-2.289809	-2.826684	-2.786597	-2.452762
PDLIM5	-2.822818	-2.026211	-4.080575	-3.15292	-3.907817	-3.634702	-5.330029	-2.840405	-2.106025	-1.944122	-1.894493	-1.528287	-1.254263
ERO1L	-4.437666	-2.629745	-3.604665	-2.335257	-1.794824	-0.4264596	-4.356758	-0.396704	0.3241571	-0.2220088	-0.2071078	-0.483876	-0.3208757
FUBP3	-3.288668	-2.663072	-1.405098	-1.076474	-2.251678	-1.113402	-2.541483	-0.3735551	0.08489273	-0.06602286	0.8479062	0.6044314	0.9094904
RBM17	-1.276053	-3.432079	-2.407563	-1.688868	-2.273264	-1.862602	-2.67315	-1.791589	-2.336315	-0.3248008	-0.3916791	-1.924803	-0.9247831
SUCLG2	-5.061427	-4.565719	-0.5763162	-1.24436	-1.91757	-1.508215	-1.796223	-0.4538596	-1.066164	-1.263996	-0.7542718	-0.6922104	-0.7274448
USMG5	-1.848331	-5.876885	-2.820118	-2.445978	-2.546506	-1.13144	-3.896358	-2.722534	-2.665955	-1.475489	-1.254066	-1.522223	-1.844752
CHAMP1	-1.970798	-6.066852	-2.180661	-1.101898	-0.5627101	-0.4864845	-1.336991	0.4982425	-0.06861645	0.02436359	-0.567224	-0.1629319	-0.5675418
BTF3L4	-2.057607	-1.846758	-1.961375	-1.583706	-1.392149	-0.1014196	-1.696763	-1.098955	-1.788939	-0.8558967	0.238589	-0.9303364	-0.5969844
USP47	-2.76358	-4.742725	-0.9817709	-3.484971	-2.043034	-4.00261	-1.33158	-1.479216	-3.985021	-1.320264	-2.12897	-1.665322	-1.466372
CNDP2	1.346897	-0.2754758	1.686144	-0.3183585	1.616718	1.228486	0.75927	1.226362	1.195217	1.171528	1.753097	1.221958	1.075216
PRRC1	-2.985674	-2.840822	-1.830483	-2.52752	-1.539835	-1.175782	-2.559549	-3.855223	-1.331868	-3.610598	-2.568734	-1.807489	-2.508243
DNHD1	-0.2687985	0.3329343	0.9305533	0.9229147	1.503937	2.508039	0.4662447	1.818284	1.916472	2.247223	2.301046	1.642673	-0.83495
IPO9	-1.865276	-4.182898	-4.639597	-2.348221	-3.06403	-0.9495379	-3.077454	-3.958053	-2.005804	-1.239227	-0.5041518	-1.477247	-0.1515608
RBM14	0.818158	0.5508372	1.184081	0.9227481	1.708014	2.307086	1.017763	1.822837	2.26183	2.496241	2.459337	2.302679	2.527436
UHRF2	0.7614354	0.5340434	0.6659966	-1.548123	0.45975	-0.2463159	0.3717192	-2.102141	-1.626694	-1.460517	-1.506788	-0.6502412	-1.265438
QKI	-0.4790657	-1.090958	1.009859	0.1903731	-2.003292	-1.659715	-3.061481	0.4262465	0.9053915	0.9284154	1.39956	1.536731	1.498911
TRNT1	-2.23156	-4.628664	-2.042201	-2.301349	-2.180002	-2.739603	-1.904692	-1.601344	-2.482428	-2.985101	-1.878044	-1.629939	-2.319995
KIF20B	0.934147	0.08392688	0.6387272	0.4293739	0.4240644	0.7432679	0.6982868	0.6236959	-0.6683174	0.3562327	0.5274026	-0.6419009	0.6797931
PPP1R10	-5.101285	-2.137023	-1.94368	-1.927846	-1.429208	-1.226586	-1.401942	-1.924809	-1.928527	-1.328447	-1.470059	-2.008816	-1.774974
VPS35	0.5700299	0.9230206	1.197296	0.03309611	0.5018944	1.369999	-1.192812	0.9269184	0.9603933	1.37781	0.9885928	1.399531	1.236184
GPX7	-4.593824	-3.262787	-4.759298	-2.375414	-3.208919	-2.835111	-4.555614	-2.874522	-1.481198	-0.1927013	-3.330801	-3.602189	-2.001798
SIN3A	-3.109215	-3.876524	-1.952985	-1.895532	-2.636598	-1.961225	-3.797752	-1.955966	-3.417984	-1.643422	-1.210548	-1.942533	-1.219376
RSF1	-5.924408	-4.186386	-3.98295	-2.74508	-0.9801739	-3.375068	-3.000707	-0.6346323	0.2221851	-0.3615579	-0.7999692	-0.2454366	-0.05425388
TBCB	1.779895	1.87136	1.706228	1.221905	2.036665	1.429682	1.827151	0.619627	0.9669574	1.498915	1.983707	2.218251	1.53195
PSMB7	-1.977771	-1.067091	-0.6981717	-1.364766	-0.1945483	-1.04144	-0.9483871	-1.219099	-0.6314135	-0.3401505	-0.4242638	-0.2029502	-0.2745665
CDC5L	-1.624443	-1.793614	-0.4773185	-1.83006	0.2916171	-0.2713997	-1.480719	-1.047989	-0.7785496	0.9463252	1.192138	0.7899762	0.9385499
PFDN5	-0.4619458	-1.833085	-1.606091	0.3390952	0.2140851	0.1191766	-0.9483951	-0.7447873	0.5755028	-0.1208897	0.07615583	0.1347451	-0.182791
RNF2	-2.144478	-3.154591	-1.351039	-1.946003	-0.4939035	-1.050344	-1.569077	-0.3090674	-0.3726265	-0.4011213	-0.5930763	-0.4852937	-0.7229403
PARK7	2.637663	3.020581	3.245795	3.135861	3.069964	3.392871	2.261606	3.224452	3.240297	3.427814	3.484303	3.437853	3.39677
VAT1	3.31062	3.108356	2.240319	1.424273	2.384807	2.339971	1.630332	0.7921271	1.178737	1.216062	1.976388	1.610181	1.792724
EIF3C	0.3713201	-0.8632034	0.3632801	-0.1436061	0.2139579	1.09037	0.1141353	0.1187821	0.1658374	1.037336	1.37984	0.5931206	0.7734772
PHB2	3.452673	2.799834	3.479071	3.145771	3.013417	2.849522	3.011804	3.685842	3.232969	3.130304	2.657526	3.034126	3.179208
HSD17B10	1.570352	1.407531	2.38547	1.857466	1.675372	1.747865	0.6448379	2.398505	2.273386	2.136038	1.391793	1.91995	2.39989
NAP1L4	2.443677	2.456174	2.335041	2.418247	3.008294	2.674429	2.614232	2.652648	3.042853	2.886363	3.0264	3.20521	3.048692
CCT7	2.570399	1.953971	2.533702	1.534202	3.137355	2.910676	2.013323	2.287049	2.713914	2.181918	2.359954	2.538521	2.471206
SH3GL1	-1.903517	-2.470538	-1.862328	-2.380291	-2.516358	-2.484353	-2.874076	-4.777321	-2.825441	-3.076785	-3.980658	-2.570855	-3.775934
VRK1	-1.274314	-5.583466	0.01786494	-0.1129871	-2.602293	-3.990291	-3.707353	-1.868491	-1.761184	-2.394511	-1.33529	-0.4891842	-1.894745
DPYSL5	4.515812	3.993241	3.33322	2.954317	3.549651	3.958654	2.870449	3.003443	3.005562	2.550051	3.097193	3.4368	3.24173
NIPSNAP1	2.346144	2.47321	1.252681	0.3112106	2.576684	1.673351	2.611946	1.421578	2.644745	1.967335	0.4657449	1.19968	0.6870082
DDX50	-2.669719	-3.523422	-2.48739	-4.231902	-1.507955	-1.701852	-1.464467	-2.313387	-1.279889	-0.7728205	-1.419216	-0.9905744	-0.2905695
MACROD1	-1.428507	-1.32254	-4.648878	-1.81054	-3.038918	-1.497136	-2.175282	-2.643748	-2.161951	-2.253146	-1.629812	-1.124221	-1.515823
WDR77	-5.130701	-1.997527	-1.133492	-2.368364	-0.9747189	-1.865413	-4.125357	-1.816479	-2.067842	-1.992264	-1.5889	-0.5880215	-0.5343886
CORO1B	-0.8838532	-1.15606	-1.412872	-0.7540474	-1.445753	-1.357548	-1.450152	-0.735624	-0.8166456	-1.184889	-1.352707	-1.34009	-0.9190654
TXNDC17	0.947898	0.6339465	0.6353201	1.142079	1.428105	1.73217	0.9689418	1.614214	1.571057	1.708861	1.671754	1.673123	1.556145
VPS25	-1.930312	-1.300156	-1.787633	-1.509132	-1.93073	-2.029093	-1.211629	-1.194681	-1.658465	-1.892596	-2.421013	-1.600172	-1.524426
FAM213A	-0.525597	-0.8575578	-0.4745585	-0.6240041	-2.058754	-0.2522087	-1.670548	-0.9708631	-1.16809	0.09336815	0.4535013	0.1599396	-0.634478
ERP44	-0.843695	-0.7039452	-0.192609	-0.009982765	-0.4736888	-0.6817831	-0.1419944	0.772516	0.4297644	0.2130852	-0.390135	0.1346869	0.979321
ESYT1	-2.820118	-2.942544	-3.081311	-3.179201	-3.863248	-2.588364	-3.791611	-3.53611	-0.8567806	0.1359264	-1.687654	-0.4524818	-0.5509793
CNPY3	-2.555003	-2.255548	-2.448643	-1.374967	-1.572484	-0.7774158	-2.453487	-0.398094	-0.5953938	0.6520082	-1.792152	-0.2463329	0.09168363
ANP32E	-1.100948	-1.355409	-0.1448767	-1.12056	-0.5630891	-0.2087058	-0.8294069	0.5256065	0.8811036	0.918823	1.494533	1.630829	1.405975
TMEM43	0.4713722	0.7691951	1.124112	1.121206	0.3193405	0.6106892	-0.04321279	0.01581509	0.0354583	1.362172	0.1023857	0.7590556	0.973904
TUBB6	2.392921	1.059634	2.703609	1.5492	-1.09987	-3.510807	2.606428	1.463182	0.9691308	-3.342232	-0.829541	0.1721855	0.1316397
C9orf142	-2.316756	-2.226164	-1.783238	-1.874899	-2.074469	-2.153195	-2.330732	-1.906633	-1.879242	-1.845068	-1.547861	-1.582038	-1.793793
DDX23	-4.13346	-5.277083	-1.976612	-1.881426	-3.251123	-1.042918	-2.127235	-2.496869	-1.739572	-0.5290024	-0.3839358	-0.4823039	0.02899353
BDH2	-0.5423514	0.08847357	-1.292413	-0.6551522	1.372644	0.3010065	0.4631798	0.3719697	1.089575	0.1425705	0.3766335	0.1219204	0.501049
ADI1	-2.528354	-4.444671	-3.94214	-3.175091	-2.841572	-2.297384	-3.159519	-2.851513	-2.042711	-1.685369	-1.369213	-2.502004	-3.325458
NTMT1	-4.447854	-1.794939	-1.706167	-5.224597	-1.876655	-2.374596	-3.320813	-3.74788	-1.810645	-1.575042	-1.25994	-1.563999	-1.777787
TUBB2B	8.259844	7.901981	7.213317	6.278406	7.29871	6.672267	6.793342	6.167866	5.617609	6.211666	6.01377	6.801877	6.584941
TMEM109	-2.569267	-3.476156	-3.604322	-1.581691	-3.514047	-2.663014	-4.056693	-2.766905	-3.128242	-2.477874	-3.136484	-3.23995	-3.309049
PBDC1	-1.670122	-1.528762	-0.8986564	-1.281794	-1.526812	-1.411719	-1.109625	-1.604432	-0.5705112	-0.8439664	-0.8255814	-0.6946664	-0.9561803
TMED9	-1.715069	-1.683202	-1.663699	-1.268769	-0.4721559	0.1291021	-2.147831	-0.9252272	-0.8248094	0.6615092	0.4519083	0.3470192	0.3556942
TPPP3	-0.1153916	0.9235929	2.943905	1.561665	0.8672599	0.7616984	1.233151	-0.5879254	0.2657312	0.3073008	0.6046503	0.3715974	0.4623905
ACAT2	3.512356	2.806017	2.308707	2.039173	3.337623	3.051665	3.226504	2.669827	2.727432	2.550467	3.179798	2.921566	2.824517
RBM4	-0.4433116	-1.424961	1.19593	0.6310337	1.604476	1.861568	0.9227979	1.528067	1.398432	1.793907	1.669396	1.729903	1.854409
SF3B5	-1.284061	-0.7203496	0.2517955	-0.09735442	-0.4519693	0.5076578	-0.1724082	0.06250233	-0.05934134	0.115951	0.9875414	0.6942966	0.4467137
LSM14B	-3.227587	-3.346565	-1.510781	-1.315333	-1.090077	-1.513069	-1.525188	-3.256308	-4.517202	-2.733656	-2.060054	-1.951896	-2.048562
HINT2	-0.0116354	-0.2918235	0.3276845	-0.7330408	-0.1261316	-0.1042573	0.09105906	1.384818	0.8297982	0.8368891	0.6593672	0.8783948	1.045146
SRRT	-0.4426518	-0.5391688	-0.2500309	0.03193091	0.9730198	0.5553827	0.110231	0.756142	1.345609	1.021378	0.6763546	1.148994	0.9358997
CECR5	-5.226603	-1.359174	-4.440968	-2.865457	-2.689348	-3.320415	-3.559145	-2.617952	-1.227233	-3.69376	-3.876556	-2.94577	-4.522472
ITPA	-1.387295	-1.799658	-0.2176736	-0.1557689	-0.04026011	-0.3982264	-0.09659674	-2.162117	-0.2576652	-0.2036293	0.5248254	-0.6052909	-0.1386807
YTHDF1	-1.997373	-1.486577	-1.358229	-1.547099	-1.537386	-2.144913	-1.722521	-1.649822	-2.117291	-1.66842	-1.175057	-1.485269	-1.698698
OSBPL8	-3.5264	-3.418766	-4.873654	-2.037848	-1.942102	-0.9681212	-4.190703	-3.96202	-2.705875	-2.694456	-2.203368	-1.722692	-1.734967
TBL1XR1	-3.57644	-5.608878	-3.122404	-1.563572	-2.568063	-2.271802	-5.093217	-1.826851	-2.34327	-1.440808	-0.7256703	-0.7534949	-1.251819
DPY30	-5.198139	0.6948721	-4.252903	-1.866725	-5.691954	-0.9834046	-1.796119	-1.085971	-0.8833772	-0.8123913	-0.821372	-0.7282177	-2.128156
TNKS1BP1	-2.169996	-2.958803	-3.696273	-2.290396	-3.099467	-2.740927	-2.576758	-2.675286	-5.209105	-2.784037	-3.111144	-2.916089	-3.271096
UBE2O	-4.69524	-4.21023	-3.313221	-3.388312	-3.249861	-3.70527	-4.302055	-5.544907	-3.129425	-3.894022	-3.800504	-1.896374	-2.843016
LNP	-2.836689	-2.229694	-2.888671	-2.989908	-2.639092	-2.252975	-1.685751	-4.72616	-3.96438	-2.721928	-2.390395	-3.021482	-2.936122
WDR12	-3.615703	-3.019842	-1.836627	-2.096967	-2.690142	-2.79958	-5.667963	-1.419712	-2.086013	-2.375524	-2.43929	-2.172211	-2.444743
C20orf27	-4.898158	-3.737517	-3.719298	-4.115383	-2.566386	-2.962665	-2.476804	-3.216362	-3.903113	-2.915928	-2.320472	-2.163112	-3.260491
PITHD1	-3.001428	-1.90447	-1.068406	-2.806929	-2.13802	-2.429265	-1.543977	-3.046643	-2.87343	-2.778798	-2.581895	-2.054145	-3.206487
WDR61	-1.815249	-1.46877	-1.31677	-1.549177	-1.126259	-2.067617	-3.88159	-1.040223	-0.947508	-0.9711669	-0.3481898	-0.4619099	0.972731
SRR	-3.484783	-0.6352231	-3.053756	-0.6535914	-1.19001	-4.094773	-3.015911	-3.095779	-1.401768	-3.057712	-2.577214	-2.152041	-1.036148
ILKAP	-2.3898	-2.107387	-2.122785	-2.012259	-2.109966	-1.185127	-2.225014	-3.789185	-2.412888	-2.332593	-1.087981	-1.206694	-1.562613
XRN2	-4.245584	-5.839286	-3.058425	-3.809916	-1.529042	-1.257589	-3.236095	-2.556521	-1.245729	-0.6784585	0.6339697	0.2842761	-0.5863528
RAB1B	-2.57838	-2.741514	-0.6587096	-2.188816	-2.014727	-1.49182	-3.429433	-2.538887	-3.097873	-1.137507	-0.8330247	0.1111947	-0.04570949
IRF2BPL	-0.6958244	-0.6847526	-1.343889	-0.9892454	-1.207215	-1.941127	-1.183995	0.2079868	-0.9180717	-1.604719	0.1890137	-0.03200577	-0.4023587
NUCKS1	-3.765182	-5.877863	-2.51714	-1.143738	-2.820371	-1.087147	-3.445992	-0.5661945	-0.7162059	-1.565171	-0.961037	-0.7679924	-0.3499453
TMX4	-1.588947	-2.224967	-1.927299	-1.934226	-1.765167	-1.934056	-1.880789	-3.340634	-3.52633	-2.48734	-2.40562	-2.1675	-1.925505
RAB3GAP2	-2.676368	1.16545	-2.70858	-2.319485	-4.233153	-1.620369	1.217883	-5.093074	-3.87076	-1.649813	-1.925808	-2.185131	-1.288512
ADNP	-0.4397316	-0.3338794	-0.3908198	-1.113564	-0.3706856	0.03133316	-0.0244703	-0.333373	-1.541376	-0.3014462	-0.6482978	-1.02482	-1.78362
PPA2	-5.076518	-5.571143	-2.073151	-3.369273	-1.553963	-1.64509	-2.787867	-1.578495	-1.177288	-0.6035748	-1.442483	-2.523984	-0.4004578
PNN	-0.1277414	-1.470149	0.2900204	-0.003565893	0.7159078	0.8401535	-0.02607211	1.108067	1.171627	1.398192	1.261305	1.058156	1.387844
BOLA2	-1.321995	-1.675761	-0.2060886	-0.7434638	-0.5103963	-0.4922494	-1.084252	-0.6485787	-1.474037	-0.4510378	0.525893	0.3721496	0.2178385
TMX1	0.3420748	0.794475	-0.2175097	-0.1194208	0.1836461	-0.1410143	0.2323858	-1.087458	0.5046133	0.3687828	0.4983914	0.3866158	0.2611704
CDC42EP4	-2.115076	-1.534503	-0.6662088	-1.867321	-2.331191	-1.658613	-2.080823	-2.3628	-3.524931	-2.638911	-1.633755	-1.772646	-2.633023
CHMP4B	-4.345268	-1.489082	-4.224462	-3.158104	-3.212885	-1.172627	-1.629948	-3.122506	-4.290164	-2.235398	-0.4832878	-1.413054	-1.227342
POFUT1	-1.321581	-1.590713	-0.9852625	-0.6952795	-2.704529	-1.127055	-3.950264	-0.8609009	-0.5342299	-0.482441	-1.283159	-0.9539405	-0.5093546
DCTPP1	-5.571531	-3.698656	-1.738598	-1.592318	-4.646754	-1.155726	-3.28833	-2.090732	-2.218074	-0.2958227	-0.1792932	-0.3348402	-0.8809621
ACAD9	-3.022428	-3.820708	-3.308132	-2.365757	-4.640401	-2.82472	-5.860135	-2.916549	-2.972084	-3.991862	-4.220556	-2.782255	-4.588539
NT5DC2	-0.6028849	-1.880508	-1.765598	-2.333804	-0.7711809	-0.8913518	-2.05691	0.2968993	0.2443914	0.1146445	0.1663035	-0.5895275	-0.007273048
GORASP2	-3.454679	-4.70998	-4.031503	-3.256232	-3.351934	-3.008728	-3.708776	-2.769939	-3.335927	-1.847031	-2.933377	-2.815017	-1.572785
LRRC40	-3.760756	-2.7939	-1.91219	-1.359266	-1.77199	-2.507548	-0.8419932	-2.416846	-3.365969	-3.365395	-1.580953	-1.940483	-2.773088
SFXN1	0.7897043	0.1854745	0.5051343	0.2592936	0.825161	1.417524	0.3548363	0.3047617	0.2990541	0.8286906	0.9929938	1.043618	0.7312576
AGO3	-1.617395	-1.711098	-2.462023	-1.041005	-1.99512	-1.773158	-1.539714	-1.641062	-2.81983	-4.421319	-2.381672	-2.805133	-1.492152
XPO5	-2.134882	-3.43449	-1.41801	-3.645158	-0.5200284	-0.5994508	-1.528703	-1.924431	-0.1396947	0.006062552	0.7787163	1.14702	0.7514367
GRPEL1	-3.553437	-3.376055	-2.559684	-3.051321	-3.990775	-3.093849	-3.685348	-2.020022	-3.038888	-2.532607	-2.325047	-2.663785	-1.632182
C12orf10	-0.6530483	-2.99539	0.1996692	-1.162535	0.005192205	0.03852616	-1.821647	-0.6726684	0.1775265	0.4306241	1.027347	0.4463455	0.2368629
CACYBP	2.104051	1.901576	1.463336	0.9292501	2.358263	1.408499	1.786293	1.695987	2.100091	1.801305	1.941306	2.257416	1.876288
VAT1L	-0.6630483	-2.426829	-5.078383	-1.656145	-2.763166	-0.9112729	-1.275311	-2.043477	-0.9072955	0.07015821	-0.93337	-2.220528	0.07323539
TM9SF3	-4.742128	-3.130813	-5.099521	-2.694644	-2.93369	-1.709706	-4.400401	-2.590974	-4.466901	-1.550334	-2.070651	-2.38403	-1.715784
APMAP	1.866783	1.822912	1.518661	1.294178	1.019979	0.4206536	0.2086957	1.322346	1.356402	1.667346	0.2678843	1.587584	1.907112
HMG20A	-1.165015	-4.785321	-4.266829	-2.338758	-1.528993	-1.419396	-3.953063	-1.730109	-2.601944	-1.854982	-1.635308	-2.423754	-1.207653
RAB18	1.152559	0.9220319	0.7893473	0.1756499	1.144383	1.25751	1.498747	-0.2595679	0.02870818	0.8117269	0.3029262	0.2792052	1.006709
SSU72	-5.044983	-5.153712	-3.020147	-4.331226	-2.543582	-2.816179	-2.865882	-2.667893	-2.748591	-2.529976	-2.683991	-2.657906	-1.665563
DYNLRB1	1.694925	1.38448	0.2307368	-0.1540587	0.7929622	0.9235865	1.308078	0.7941102	0.1074344	0.09873825	-1.025853	-0.3730604	0.2337641
ENY2	-2.009297	-2.092072	-1.682459	-2.785015	-1.340407	-0.6839933	-1.381628	-0.2356286	-0.3232976	-0.3665271	-0.06058486	-0.4015063	-0.2435037
EXOSC4	-3.153668	-2.878973	-2.320652	-4.39751	-2.420329	-2.097153	-3.305921	-1.615896	-2.171706	-2.966758	-1.935494	-2.275846	-3.817931
ISYNA1	2.497778	2.073081	1.574946	1.123652	2.116522	1.867951	2.570562	3.23195	3.461984	2.996782	2.356239	2.804847	3.070506
ACOT13	-1.115415	-4.587828	-0.9580012	-2.452893	-1.109715	-1.464152	-2.47992	0.09566739	-0.9571033	-1.012662	-0.469257	-1.478967	-2.568724
LUC7L	-2.997681	-2.63362	-2.726787	-1.774458	-2.026294	-1.76305	-2.237341	-5.423845	-2.111207	-1.196726	-1.729597	-1.709169	-1.280111
LZTFL1	-2.79722	-2.287093	-3.927992	-3.990007	-3.988623	-2.950297	-2.616063	-1.797237	-0.6859944	-0.3242385	-0.6987864	-0.6031899	-1.299697
TIGAR	-1.749495	-1.425428	-2.132249	-3.960996	-1.387363	-2.724358	-1.161016	-3.240474	-1.632873	-1.887839	-2.230767	-1.177264	-1.382142
RTN4	2.282631	1.573465	1.260728	1.360458	1.5612	0.9094689	0.4152148	0.6877989	0.4236159	0.7782684	0.7414603	1.572527	2.195581
RPRD1B	-0.203648	0.1178519	0.2804672	0.1856969	1.260794	1.419427	0.9932059	1.18374	1.393911	1.771708	1.755813	1.691572	1.877136
NIT2	-3.956745	-1.147732	-0.737298	-3.694988	-2.595317	-0.5587579	-3.877483	-0.6994904	-1.111121	-2.384007	-1.623798	-0.3258919	-2.389647
DDX21	-2.879715	-5.72249	-3.223482	-3.780516	-2.576684	-2.136487	-2.356169	-2.06788	-3.512781	-0.217233	-0.7099887	-1.644782	-0.9449573
SAR1A	-5.093924	-1.849289	-4.211545	-2.541639	-2.542265	-0.723358	-0.4776106	-0.8908983	0.2253696	-0.5683823	0.2929484	0.07428467	-0.1816945
NANS	-2.236171	-1.57782	-1.09658	-2.018873	-0.5878499	-1.683367	-1.737218	-1.683006	-1.374877	-2.169606	-1.836934	-1.735143	-1.68111
CTPS2	-3.863485	-4.145814	-2.270234	-2.21008	-4.177297	-1.596833	-4.404502	-1.598669	-1.752339	-1.323348	-1.804131	-1.395113	-1.049825
